GAS DAY STARTED ON,GAS IN STORAGE(TWh),% FULL,TREND,INJECTION(GWh/d),WITHDRAWAL(GWh/d),WORKING GAS VOLUME(TWh),INJECTION CAPACITY(GWh/d),WITHDRAWAL CAPACITY(GWh/d),STATUS
2022-03-31,1.1867,"13,17","-0,28",0,25.44,9.0098,86.19,186.8,E-Value
2022-03-30,1.1867,"13,17","-0,28",0,25.44,9.0098,86.19,186.8,E-Value
2022-03-29,1.1884,"13,19","-0,26",0,23.72,9.0098,86.19,186.8,Confirmed
2022-03-28,1.2121,"13,45","-0,28",0,25.44,9.0098,86.19,186.8,Confirmed
2022-03-27,1.2376,"13,74","-0,41",0,37.14,9.0098,86.19,186.8,Confirmed
2022-03-26,1.2747,"14,15","-0,15",0,13.39,9.0098,82.59,179.01,Confirmed
2022-03-25,1.2881,"14,30","0,03",2.55,0,9.0098,86.19,186.8,Confirmed
2022-03-24,1.2855,"14,27","-0,08",0,7.54,9.0098,86.19,186.8,Confirmed
2022-03-23,1.2931,"14,35","-0,28",0,25.36,9.0098,86.19,186.8,Confirmed
2022-03-22,1.3184,"14,63","-0,20",0,17.96,9.0098,86.19,186.8,Confirmed
2022-03-21,1.3364,"14,83","-0,09",0,7.75,9.0098,86.19,186.8,Confirmed
2022-03-20,1.3441,"14,92","-0,21",0,19.24,9.0098,86.19,186.8,Confirmed
2022-03-19,1.3634,"15,13","-0,02",0,2.25,9.0098,86.19,186.8,Confirmed
2022-03-18,1.3656,"15,16","-0,11",0,9.49,9.0098,86.19,186.8,Confirmed
2022-03-17,1.3751,"15,26","-0,20",0,18.45,9.0098,86.19,186.8,Confirmed
2022-03-16,1.3936,"15,47","-0,13",0,11.7,9.0098,86.19,186.8,Confirmed
2022-03-15,1.4053,"15,60","-0,25",0,22.14,9.0098,86.19,186.8,Confirmed
2022-03-14,1.4274,"15,86","-0,24",0,21.23,9.0013,88.14,169.5,Confirmed
2022-03-13,1.4486,"16,09","-0,10",0,9.33,9.0013,88.14,169.5,Confirmed
2022-03-12,1.458,"16,20","-0,08",0,7.65,9.0013,88.14,169.5,Confirmed
2022-03-11,1.4656,"16,28","-0,29",0,25.84,9.0013,88.14,169.5,Confirmed
2022-03-10,1.4915,"16,57","-0,28",0,25.28,9.0013,88.14,169.5,Confirmed
2022-03-09,1.5167,"16,85","-0,24",0,21.3,9.0013,88.14,169.5,Confirmed
2022-03-08,1.538,"17,09","-0,24",0,21.6,9.0013,88.14,169.5,Confirmed
2022-03-07,1.5596,"17,33","-0,24",0,21.42,9.0013,88.14,169.5,Confirmed
2022-03-06,1.5811,"17,56","-0,25",0,22.94,9.0013,88.14,169.5,Confirmed
2022-03-05,1.604,"17,82","-0,27",0,24.01,9.0013,88.14,169.5,Confirmed
2022-03-04,1.628,"18,09","-0,32",0,28.67,9.0013,88.14,169.5,Confirmed
2022-03-03,1.6567,"18,40","-0,26",0,23.01,9.0013,88.14,169.5,Confirmed
2022-03-02,1.6797,"18,66","-0,13",0,11.98,9.0013,88.14,169.5,Confirmed
2022-03-01,1.6917,"18,79","-0,18",0,16.01,9.0013,88.14,169.5,Confirmed
2022-02-28,1.7077,"18,97","-0,21",0,19.25,9.0013,88.14,169.5,Confirmed
2022-02-27,1.7269,"19,19","-0,21",0,19.08,9.0013,88.14,169.5,Confirmed
2022-02-26,1.746,"19,40","-0,28",0,25.26,9.0013,88.14,169.5,Confirmed
2022-02-25,1.7713,"19,68","-0,23",0,21.03,9.0013,88.14,169.5,Confirmed
2022-02-24,1.7923,"19,91","-0,26",0,23.59,9.0013,88.14,169.5,Confirmed
2022-02-23,1.8159,"20,17","-0,15",0,13.82,9.0013,88.14,169.5,Confirmed
2022-02-22,1.8297,"20,33","-0,62",0,55.64,9.0013,88.14,169.5,Confirmed
2022-02-21,1.8853,"20,95","-0,63",0,56.55,9.0013,88.14,169.5,Confirmed
2022-02-20,1.9419,"21,57","-0,56",0,50.71,9.0013,88.14,169.5,Confirmed
2022-02-19,1.9926,"22,14","-0,62",0,56.13,9.0013,88.14,169.5,Confirmed
2022-02-18,2.0487,"22,76","-0,61",0,55.33,9.0013,88.14,169.5,Confirmed
2022-02-17,2.1041,"23,38","-0,62",0,55.39,9.0013,88.14,169.5,Confirmed
2022-02-16,2.1595,"23,99","-0,81",0,72.75,9.0013,88.14,169.5,Confirmed
2022-02-15,2.2322,"24,80","-0,85",0,76.5,9.0013,88.14,169.5,Confirmed
2022-02-14,2.3087,"25,65","-0,62",0,55.65,9.0013,88.14,169.5,Confirmed
2022-02-13,2.4376,"27,08","-0,77",0,69.08,9.0013,88.14,169.5,E-Value
2022-02-12,2.4291,"26,99","-0,86",0,77.62,9.0013,88.14,169.5,Confirmed
2022-02-11,2.5067,"27,85","-0,77",0,69.08,9.0013,88.14,169.5,Confirmed
2022-02-10,2.5757,"28,62","-0,81",0,72.55,9.0013,88.14,169.5,Confirmed
2022-02-09,2.6483,"29,42","-0,71",0,64.32,9.0013,88.14,169.5,Confirmed
2022-02-08,2.7126,"30,14","-0,64",0,57.79,9.0013,88.14,169.5,Confirmed
2022-02-07,2.7704,"30,78","-0,66",0,59.31,9.0013,88.14,169.5,Confirmed
2022-02-06,2.8297,"31,44","-0,58",0,51.9,9.0013,88.14,169.5,Confirmed
2022-02-05,2.8816,"32,01","-0,54",0,48.83,9.0013,88.14,169.5,Confirmed
2022-02-04,2.9305,"32,56","-0,64",0,58.03,9.0013,88.14,169.5,Confirmed
2022-02-03,2.9885,"33,20","-0,69",0,62.14,9.0013,88.14,169.5,Confirmed
2022-02-02,3.0506,"33,89","-0,69",0,62.31,9.0013,88.14,169.5,Confirmed
2022-02-01,3.1081,"34,53","-0,63",0,56.85,9.0013,88.14,169.5,Confirmed
2022-01-31,3.1649,"35,16","-1,06",0,95.56,9.0013,88.14,169.5,Confirmed
2022-01-30,3.2605,"36,22","-0,72",0,64.64,9.0013,88.14,169.5,Confirmed
2022-01-29,3.3251,"36,94","-0,74",0,66.23,9.0013,88.14,169.5,Confirmed
2022-01-28,3.3913,"37,68","-0,92",0,82.6,9.0013,88.14,169.5,Confirmed
2022-01-27,3.4739,"38,59","-0,91",0,82.27,9.0013,88.14,169.5,Confirmed
2022-01-26,3.5562,"39,51","-0,84",0,76.06,9.0013,88.14,169.5,Confirmed
2022-01-25,3.6323,"40,35","-1,05",0,94.66,9.0013,88.14,169.5,Confirmed
2022-01-24,3.7269,"41,40","-1,09",0,98.08,9.0013,88.14,169.5,Confirmed
2022-01-23,3.825,"42,49","-0,67",0,60.03,9.0013,88.14,169.5,Confirmed
2022-01-22,3.885,"43,16","-1,10",0,98.66,9.0013,88.14,169.5,Confirmed
2022-01-21,3.9837,"44,26","-0,82",0,73.58,9.0013,88.14,169.5,Confirmed
2022-01-20,4.0573,"45,07","-1,10",0,99.18,9.0013,88.14,169.5,Confirmed
2022-01-19,4.1565,"46,18","-0,96",0,86.44,9.0013,88.14,169.5,Confirmed
2022-01-18,4.2429,"47,14","-1,01",0,90.79,9.0013,88.14,169.5,Confirmed
2022-01-17,4.3337,"48,15","-0,91",0,81.62,9.0013,88.14,169.5,Confirmed
2022-01-16,4.4153,"49,05","-0,78",0,69.98,9.0013,88.14,169.5,Confirmed
2022-01-15,4.4853,"49,83","-1,24",0,111.71,9.0013,88.14,169.5,Confirmed
2022-01-14,4.597,"51,07","-1,13",0,101.89,9.0013,88.14,169.5,Confirmed
2022-01-13,4.6989,"52,20","-0,94",0,84.18,9.0013,88.14,169.5,Confirmed
2022-01-12,4.7831,"53,14","-0,91",0,82.11,9.0013,88.14,169.5,Confirmed
2022-01-11,4.8652,"54,05","-0,79",0,70.98,9.0013,88.14,169.5,Confirmed
2022-01-10,4.9362,"54,84","-0,89",0,80.32,9.0013,88.14,169.5,Confirmed
2022-01-09,5.0165,"55,73","-0,66",0,59.78,9.0013,88.14,169.5,Confirmed
2022-01-08,5.0763,"56,39","-0,85",0,76.12,9.0013,88.14,169.5,Confirmed
2022-01-07,5.1524,"57,24","-0,73",0,65.28,9.0013,88.14,169.5,Confirmed
2022-01-06,5.2177,"57,97","-0,85",0,76.47,9.0013,88.14,169.5,Confirmed
2022-01-05,5.2941,"58,82","-1,03",0,92.46,9.0013,88.14,169.5,Confirmed
2022-01-04,5.3866,"59,84","-0,44",0,39.96,9.0013,88.14,169.5,Confirmed
2022-01-03,5.4265,"60,29","-0,40",0,36.24,9.0013,88.14,169.5,Confirmed
2022-01-02,5.4628,"60,69","-0,29",0,26.44,9.0013,88.14,169.5,Confirmed
2022-01-01,5.4892,"60,98","0,50",44.88,0,9.0013,88.14,169.5,Confirmed
2021-12-31,5.4443,"60,48","0,38",33.91,0,9.0013,88.14,169.5,Confirmed
2021-12-30,5.4104,"60,11","0,37",33.27,0,9.0013,88.14,169.5,Confirmed
2021-12-29,5.3772,"59,74","0,17",15.4,0,9.0013,88.14,169.5,Confirmed
2021-12-28,5.3618,"59,57","0,12",11.15,0,9.0013,88.14,169.5,Confirmed
2021-12-27,5.3506,"59,44","0,18",16.58,0,9.0013,88.14,169.5,Confirmed
2021-12-26,5.334,"59,26","-0,21",0,19.24,9.0013,88.14,169.5,Confirmed
2021-12-25,5.3533,"59,47","0,01",0.73,0,9.0013,88.14,169.5,Confirmed
2021-12-24,5.3525,"59,46","-0,16",0,14.67,9.0013,88.14,169.5,Confirmed
2021-12-23,5.3672,"59,63","-0,37",0,33.09,9.0013,88.14,169.5,Confirmed
2021-12-22,5.4003,"59,99","-1,10",0,98.85,9.0013,88.14,169.5,Confirmed
2021-12-21,5.4991,"61,09","-0,64",0,57.2,9.0013,88.14,169.5,Confirmed
2021-12-20,5.5563,"61,73","-0,73",0,65.29,9.0013,88.14,169.5,Confirmed
2021-12-19,5.6216,"62,45","-0,20",0,18.1,9.0013,88.14,169.5,Confirmed
2021-12-18,5.6397,"62,65","-0,31",0,28.07,9.0013,88.14,169.5,Confirmed
2021-12-17,5.6678,"62,97","-0,32",0,29.16,9.0013,88.14,169.5,Confirmed
2021-12-16,5.697,"63,29","-0,32",0,28.49,9.0013,88.14,169.5,Confirmed
2021-12-15,5.7255,"63,61","-0,30",0,26.91,9.0013,88.14,169.5,Confirmed
2021-12-14,5.7524,"63,91","-0,31",0,27.9,9.0013,88.14,169.5,Confirmed
2021-12-13,5.7803,"64,22","-0,34",0,30.91,9.0013,88.14,169.5,Confirmed
2021-12-12,5.8112,"64,56","0,10",8.83,0,9.0013,88.14,169.5,Confirmed
2021-12-11,5.8023,"64,46","-0,65",0,58.4,9.0013,88.14,169.5,Confirmed
2021-12-10,5.8607,"65,11","-0,45",0,40.28,9.0013,88.14,169.5,Confirmed
2021-12-09,5.901,"65,56","-0,48",0,43.32,9.0013,88.14,169.5,Confirmed
2021-12-08,5.9443,"66,04","-0,46",0,41.7,9.0013,88.14,169.5,Confirmed
2021-12-07,5.986,"66,50","-0,50",0,45.24,9.0013,88.14,169.5,Confirmed
2021-12-06,6.0313,"67,00","-0,44",0,39.16,9.0013,88.14,169.5,Confirmed
2021-12-05,6.0704,"67,44","-0,45",0,40.17,9.0013,88.14,169.5,Confirmed
2021-12-04,6.1106,"67,89","-0,29",0,25.79,9.0013,88.14,169.5,Confirmed
2021-12-03,6.1364,"68,17","-0,37",0,33.2,9.0013,88.14,169.5,Confirmed
2021-12-02,6.1696,"68,54","-0,66",0,59.8,9.0013,88.14,169.5,Confirmed
2021-12-01,6.2294,"69,21","-0,74",0,66.85,9.0013,88.14,169.5,Confirmed
2021-11-30,6.2963,"69,95","-0,71",0,64.04,9.0013,88.14,169.5,Confirmed
2021-11-29,6.3603,"70,66","-0,87",0,78.08,9.0013,88.14,169.5,Confirmed
2021-11-28,6.4384,"71,53","-0,69",0,62.46,9.0013,88.14,169.5,Confirmed
2021-11-27,6.5008,"72,22","-0,78",0,70.42,9.0013,88.14,169.5,Confirmed
2021-11-26,6.5713,"73,00","-0,88",0,79.38,9.0013,88.14,169.5,Confirmed
2021-11-25,6.6506,"73,89","-0,99",0,88.8,9.0013,88.14,169.5,Confirmed
2021-11-24,6.7394,"74,87","-0,89",0,80.48,9.0013,88.14,169.5,Confirmed
2021-11-23,6.8199,"75,77","-0,88",0,79.17,9.0013,88.14,169.5,Confirmed
2021-11-22,6.8991,"76,65","-0,80",0,72.38,9.0013,88.14,169.5,Confirmed
2021-11-21,6.9715,"77,45","-0,79",0,71.02,9.0013,88.14,169.5,Confirmed
2021-11-20,7.0425,"78,24","-0,51",0,46.32,9.0013,88.14,169.5,Confirmed
2021-11-19,7.0888,"78,75","-0,72",0,64.76,9.0013,88.14,169.5,Confirmed
2021-11-18,7.1536,"79,47","-0,82",0,73.85,9.0013,88.14,169.5,Confirmed
2021-11-17,7.2274,"80,29","-0,82",0,73.72,9.0013,88.14,169.5,Confirmed
2021-11-16,7.3012,"81,11","-0,72",0,64.92,9.0013,88.14,169.5,Confirmed
2021-11-15,7.3661,"81,83","-0,97",0,87.74,9.0013,88.14,169.5,Confirmed
2021-11-14,7.4538,"82,81","-0,66",0,59.74,9.0013,88.14,169.5,Confirmed
2021-11-13,7.5136,"83,47","-0,78",0,70.04,9.0013,88.14,169.5,Confirmed
2021-11-12,7.5836,"84,25","-0,73",0,65.56,9.0013,88.14,169.5,Confirmed
2021-11-11,7.6492,"84,98","-0,73",0,65.95,9.0013,88.14,169.5,Confirmed
2021-11-10,7.7151,"85,71","-0,69",0,62.55,9.0013,88.14,169.5,Confirmed
2021-11-09,7.7777,"86,41","-0,83",0,74.84,9.0013,88.14,169.5,Confirmed
2021-11-08,7.8525,"87,24","-0,99",0,88.8,9.0013,88.14,169.5,Confirmed
2021-11-07,7.9413,"88,22","-0,40",0,35.72,9.0013,88.14,169.5,Confirmed
2021-11-06,7.977,"88,62","-0,59",0,53.3,9.0013,88.14,169.5,Confirmed
2021-11-05,8.0303,"89,21","-0,83",0,74.82,9.0013,88.14,169.5,Confirmed
2021-11-04,8.1051,"90,04","-0,83",0,74.78,9.0013,88.14,169.5,Confirmed
2021-11-03,8.1799,"90,87","-0,91",0,81.53,9.0013,88.14,169.5,Confirmed
2021-11-02,8.2615,"91,78","-0,70",0,63.42,9.0013,88.14,169.5,Confirmed
2021-11-01,8.3249,"92,49","-0,49",0,44.27,9.0013,88.14,169.5,Confirmed
2021-10-31,8.3691,"92,98","0,05",4.06,0,9.0013,88.14,169.5,Confirmed
2021-10-30,8.3651,"92,93","-0,00",0,0.41,9.0013,88.14,169.5,Confirmed
2021-10-29,8.3655,"92,94","0,16",14.69,0,9.0013,88.14,169.5,Confirmed
2021-10-28,8.3508,"92,77","0,16",14.83,0,9.0013,88.14,169.5,Confirmed
2021-10-27,8.336,"92,61","0,16",14.26,0,9.0013,88.14,169.5,Confirmed
2021-10-26,8.3217,"92,45","0,15",13.75,0,9.0013,88.14,169.5,Confirmed
2021-10-25,8.308,"92,30","0,13",11.76,0,9.0013,88.14,169.5,Confirmed
2021-10-24,8.2962,"92,17","0,16",14.2,0,9.0013,88.14,169.5,Confirmed
2021-10-23,8.282,"92,01","0,12",10.76,0,9.0013,88.14,169.5,Confirmed
2021-10-22,8.2712,"91,89","0,11",10.2,0,9.0013,88.14,169.5,Confirmed
2021-10-21,8.261,"91,78","0,14",12.8,0,9.0013,88.14,169.5,Confirmed
2021-10-20,8.2482,"91,63","0,14",12.63,0,9.0013,88.14,169.5,Confirmed
2021-10-19,8.2356,"91,49","0,40",36.12,0,9.0013,88.14,169.5,Confirmed
2021-10-18,8.1995,"91,09","0,10",8.94,0,9.0013,88.14,169.5,Confirmed
2021-10-17,8.1906,"90,99","0,54",48.49,0,9.0013,88.14,169.5,Confirmed
2021-10-16,8.1421,"90,45","0,38",34.05,0,9.0013,88.14,169.5,Confirmed
2021-10-15,8.108,"90,08","0,09",7.69,0,9.0013,88.14,169.5,Confirmed
2021-10-14,8.1003,"89,99","-0,01",0,0.6,9.0013,88.14,169.5,Confirmed
2021-10-13,8.1009,"90,00","0,10",8.75,0,9.0013,88.14,169.5,Confirmed
2021-10-12,8.0922,"89,90","0,10",9.45,0,9.0013,88.14,169.5,Confirmed
2021-10-11,8.0827,"89,80","0,13",11.69,0,9.0013,88.14,169.5,Confirmed
2021-10-10,8.071,"89,67","0,38",33.86,0,9.0013,88.14,169.5,Confirmed
2021-10-09,8.0372,"89,29","0,21",19,0,9.0013,88.14,169.5,Confirmed
2021-10-08,8.0182,"89,08","0,32",28.55,0,9.0013,88.14,169.5,Confirmed
2021-10-07,7.9896,"88,76","0,31",27.96,0,9.0013,88.14,169.5,Confirmed
2021-10-06,7.9617,"88,45","-0,02",0,2.15,9.0013,88.14,169.5,Confirmed
2021-10-05,7.9638,"88,47","0,04",3.17,0,9.0013,88.14,169.5,Confirmed
2021-10-04,7.9607,"88,44","0,29",26.26,0,9.0013,88.14,169.5,Confirmed
2021-10-03,7.9344,"88,15","0,37",33.55,0,9.0013,88.14,169.5,Confirmed
2021-10-02,7.9009,"87,77","0,56",50.43,0,9.0013,88.14,169.5,Confirmed
2021-10-01,7.8504,"87,21","0,70",63.28,0,9.0013,88.14,169.5,Confirmed
2021-09-30,7.7871,"86,51","0,51",46.19,0,9.0013,88.14,169.5,Confirmed
2021-09-29,7.7409,"86,00","0,30",27.2,0,9.0013,88.14,169.5,Confirmed
2021-09-28,7.7138,"85,70","0,57",51.2,0,9.0013,88.14,169.5,Confirmed
2021-09-27,7.6625,"85,13","0,60",53.87,0,9.0013,88.14,169.5,Confirmed
2021-09-26,7.6087,"84,53","0,93",84.02,0,9.0013,88.14,169.5,Confirmed
2021-09-25,7.5247,"83,60","0,73",65.79,0,9.0013,88.14,169.5,Confirmed
2021-09-24,7.4589,"82,86","0,47",41.92,0,9.0013,88.14,169.5,Confirmed
2021-09-23,7.4169,"82,40","0,33",29.53,0,9.0013,88.14,169.5,Confirmed
2021-09-22,7.3874,"82,07","0,31",27.81,0,9.0013,88.14,169.5,Confirmed
2021-09-21,7.3596,"81,76","0,27",24.67,0,9.0013,88.14,169.5,Confirmed
2021-09-20,7.3349,"81,49","0,08",7.34,0,9.0013,88.14,169.5,Confirmed
2021-09-19,7.3276,"81,41","0,15",13.49,0,9.0013,88.14,169.5,Confirmed
2021-09-18,7.3141,"81,26","0,11",10,0,9.0013,88.14,169.5,Confirmed
2021-09-17,7.3041,"81,15","0,16",14.52,0,9.0013,88.14,169.5,Confirmed
2021-09-16,7.2896,"80,98","0,19",17.1,0,9.0013,88.14,169.5,Confirmed
2021-09-15,7.2725,"80,79","-0,11",0,10.2,9.0013,88.14,169.5,Confirmed
2021-09-14,7.2827,"80,91","0,25",22.4,0,9.0013,88.14,169.5,Confirmed
2021-09-13,7.2603,"80,66","0,26",23.37,0,9.0013,88.14,169.5,Confirmed
2021-09-12,7.2369,"80,40","0,36",32.33,0,9.0013,88.14,169.5,Confirmed
2021-09-11,7.2046,"80,04","0,35",31.88,0,9.0013,88.14,169.5,Confirmed
2021-09-10,7.1727,"79,69","0,32",28.42,0,9.0013,88.14,169.5,Confirmed
2021-09-09,7.1443,"79,37","0,30",27.35,0,9.0013,88.14,169.5,Confirmed
2021-09-08,7.1169,"79,07","0,32",28.45,0,9.0013,88.14,169.5,Confirmed
2021-09-07,7.0885,"78,75","0,32",28.97,0,9.0013,88.14,169.5,Confirmed
2021-09-06,7.0595,"78,43","0,27",24.7,0,9.0013,88.14,169.5,Confirmed
2021-09-05,7.0348,"78,15","0,33",29.79,0,9.0013,88.14,169.5,Confirmed
2021-09-04,7.005,"77,82","0,24",21.24,0,9.0013,88.14,169.5,Confirmed
2021-09-03,6.9838,"77,59","0,32",28.99,0,9.0013,88.14,169.5,Confirmed
2021-09-02,6.9548,"77,26","0,36",32.07,0,9.0013,88.14,169.5,Confirmed
2021-09-01,6.9227,"76,91","0,30",27.02,0,9.0013,88.14,169.5,Confirmed
2021-08-31,6.8957,"76,61","0,35",31.34,0,9.0013,88.14,169.5,Confirmed
2021-08-30,6.8644,"76,26","0,32",28.72,0,9.0013,88.14,169.5,Confirmed
2021-08-29,6.8356,"75,94","0,39",34.92,0,9.0013,88.14,169.5,Confirmed
2021-08-28,6.8007,"75,55","0,38",34.44,0,9.0013,88.14,169.5,Confirmed
2021-08-27,6.7663,"75,17","0,31",28.28,0,9.0013,88.14,169.5,Confirmed
2021-08-26,6.738,"74,86","0,34",30.27,0,9.0013,88.14,169.5,Confirmed
2021-08-25,6.7077,"74,52","0,38",34.17,0,9.0013,88.14,169.5,Confirmed
2021-08-24,6.6736,"74,14","0,38",34.52,0,9.0013,88.14,169.5,Confirmed
2021-08-23,6.639,"73,76","0,37",33.7,0,9.0013,88.14,169.5,Confirmed
2021-08-22,6.6053,"73,38","0,49",44.22,0,9.0013,88.14,169.5,Confirmed
2021-08-21,6.5611,"72,89","0,52",46.96,0,9.0013,88.14,169.5,Confirmed
2021-08-20,6.5142,"72,37","0,63",57.05,0,9.0013,88.14,169.5,Confirmed
2021-08-19,6.4571,"71,74","0,67",59.89,0,9.0013,88.14,169.5,Confirmed
2021-08-18,6.3972,"71,07","0,63",56.58,0,9.0013,88.14,169.5,Confirmed
2021-08-17,6.3407,"70,44","0,62",55.8,0,9.0013,88.14,169.5,Confirmed
2021-08-16,6.2849,"69,82","0,59",53.34,0,9.0013,88.14,169.5,Confirmed
2021-08-15,6.2315,"69,23","0,70",63.33,0,9.0013,88.14,169.5,Confirmed
2021-08-14,6.1682,"68,53","0,68",61.08,0,9.0013,88.14,169.5,Confirmed
2021-08-13,6.1071,"67,85","0,64",57.93,0,9.0013,88.14,169.5,Confirmed
2021-08-12,6.0492,"67,20","0,68",61.33,0,9.0013,88.14,169.5,Confirmed
2021-08-11,5.9878,"66,52","0,66",59.6,0,9.0013,88.14,169.5,Confirmed
2021-08-10,5.9282,"65,86","0,75",67.64,0,9.0013,88.14,169.5,Confirmed
2021-08-09,5.8606,"65,11","0,67",60.11,0,9.0013,88.14,169.5,Confirmed
2021-08-08,5.8005,"64,44","0,79",70.73,0,9.0013,88.14,169.5,Confirmed
2021-08-07,5.7298,"63,65","0,81",72.5,0,9.0013,88.14,169.5,Confirmed
2021-08-06,5.6573,"62,85","0,70",62.78,0,9.0013,88.14,169.5,Confirmed
2021-08-05,5.5945,"62,15","0,64",58.03,0,9.0013,88.14,169.5,Confirmed
2021-08-04,5.5365,"61,51","0,66",59.34,0,9.0013,88.14,169.5,Confirmed
2021-08-03,5.4771,"60,85","0,66",59.27,0,9.0013,88.14,169.5,Confirmed
2021-08-02,5.4178,"60,19","0,70",63.08,0,9.0013,88.14,169.5,Confirmed
2021-08-01,5.3548,"59,49","0,66",59.03,0,9.0013,88.14,169.5,Confirmed
2021-07-31,5.2957,"58,83","0,68",61.25,0,9.0013,88.14,169.5,Confirmed
2021-07-30,5.2345,"58,15","0,62",55.82,0,9.0013,88.14,169.5,Confirmed
2021-07-29,5.1787,"57,53","0,65",58.32,0,9.0013,88.14,169.5,Confirmed
2021-07-28,5.1203,"56,88","0,76",68.3,0,9.0013,88.14,169.5,Confirmed
2021-07-27,5.052,"56,13","0,75",67.5,0,9.0013,88.14,169.5,Confirmed
2021-07-26,4.9845,"55,38","0,70",63.01,0,9.0013,88.14,169.5,Confirmed
2021-07-25,4.9215,"54,68","0,72",65.21,0,9.0013,88.14,169.5,Confirmed
2021-07-24,4.8563,"53,95","0,73",65.55,0,9.0013,88.14,169.5,Confirmed
2021-07-23,4.7908,"53,22","0,70",63.01,0,9.0013,88.14,169.5,Confirmed
2021-07-22,4.7278,"52,52","0,34",30.6,0,9.0013,88.14,169.5,Confirmed
2021-07-21,4.6972,"52,18","0,36",32.58,0,9.0013,88.14,169.5,Confirmed
2021-07-20,4.6646,"51,82","0,35",31.24,0,9.0013,88.14,169.5,Confirmed
2021-07-19,4.6334,"51,47","0,56",50.41,0,9.0013,88.14,169.5,Confirmed
2021-07-18,4.5829,"50,91","0,69",62.01,0,9.0013,88.14,169.5,Confirmed
2021-07-17,4.5209,"50,23","0,64",57.76,0,9.0013,88.14,169.5,Confirmed
2021-07-16,4.4632,"49,58","0,35",31.71,0,9.0013,88.14,169.5,Confirmed
2021-07-15,4.4315,"49,23","0,39",35.28,0,9.0013,88.14,169.5,Confirmed
2021-07-14,4.3962,"48,84","0,77",69.31,0,9.0013,88.14,169.5,Confirmed
2021-07-13,4.3269,"48,07","0,64",57.53,0,9.0013,88.14,169.5,Confirmed
2021-07-12,4.2693,"47,43","0,30",26.6,0,9.0013,88.14,169.5,Confirmed
2021-07-11,4.2427,"47,13","0,77",69.54,0,9.0013,88.14,169.5,Confirmed
2021-07-10,4.1732,"46,36","0,60",54.34,0,9.0013,88.14,169.5,Confirmed
2021-07-09,4.1189,"45,76","0,35",31.88,0,9.0013,88.14,169.5,Confirmed
2021-07-08,4.087,"45,40","0,39",34.94,0,9.0013,88.14,169.5,Confirmed
2021-07-07,4.052,"45,02","0,44",39.8,0,9.0013,88.14,169.5,Confirmed
2021-07-06,4.0122,"44,57","0,55",49.59,0,9.0013,88.14,169.5,Confirmed
2021-07-05,3.9627,"44,02","0,36",32.27,0,9.0013,88.14,169.5,Confirmed
2021-07-04,3.9304,"43,66","0,80",72.12,0,9.0013,88.14,169.5,Confirmed
2021-07-03,3.8583,"42,86","0,74",66.29,0,9.0013,88.14,169.5,Confirmed
2021-07-02,3.792,"42,13","0,27",24.02,0,9.0013,88.14,169.5,Confirmed
2021-07-01,3.768,"41,86","0,19",17.43,0,9.0013,88.14,169.5,Confirmed
2021-06-30,3.7505,"41,67","0,22",19.92,0,9.0013,88.14,169.5,Confirmed
2021-06-29,3.7306,"41,45","0,04",3.84,0,9.0013,88.14,169.5,Confirmed
2021-06-28,3.7268,"41,40","0,25",22.42,0,9.0013,88.14,169.5,Confirmed
2021-06-27,3.7043,"41,15","0,45",40.73,0,9.0013,88.14,169.5,Confirmed
2021-06-26,3.6636,"40,70","0,11",9.47,0,9.0013,88.14,169.5,Confirmed
2021-06-25,3.6541,"40,60","0,05",4.72,0,9.0013,88.14,169.5,Confirmed
2021-06-24,3.6494,"40,54","0,08",6.87,0,9.0013,88.14,169.5,Confirmed
2021-06-23,3.6426,"40,47","0,07",6.18,0,9.0013,88.14,169.5,Confirmed
2021-06-22,3.6364,"40,40","0,17",15.57,0,9.0013,88.14,169.5,Confirmed
2021-06-21,3.6208,"40,23","0,31",28.28,0,9.0013,88.14,169.5,Confirmed
2021-06-20,3.5925,"39,91","0,35",31.83,0,9.0013,88.14,169.5,Confirmed
2021-06-19,3.5607,"39,56","0,34",30.55,0,9.0013,88.14,169.5,Confirmed
2021-06-18,3.5302,"39,22","0,62",55.7,0,9.0013,88.14,169.5,Confirmed
2021-06-17,3.4744,"38,60","0,33",29.5,0,9.0013,88.14,169.5,Confirmed
2021-06-16,3.4449,"38,27","0,38",34.55,0,9.0013,88.14,169.5,Confirmed
2021-06-15,3.4104,"37,89","0,60",54.34,0,9.0013,88.14,169.5,Confirmed
2021-06-14,3.356,"37,28","0,50",44.61,0,9.0013,88.14,169.5,Confirmed
2021-06-13,3.3114,"36,79","0,75",67.89,0,9.0013,88.14,169.5,Confirmed
2021-06-12,3.2436,"36,03","0,67",60.16,0,9.0013,88.14,169.5,Confirmed
2021-06-11,3.1834,"35,37","0,36",32.7,0,9.0013,88.14,169.5,Confirmed
2021-06-10,3.1507,"35,00","0,44",39.97,0,9.0013,88.14,169.5,Confirmed
2021-06-09,3.1107,"34,56","0,25",22.82,0,9.0013,88.14,169.5,Confirmed
2021-06-08,3.0879,"34,31","0,48",43.12,0,9.0013,88.14,169.5,Confirmed
2021-06-07,3.0448,"33,83","0,69",61.69,0,9.0013,88.14,169.5,Confirmed
2021-06-06,2.9831,"33,14","0,58",52.32,0,9.0013,88.14,169.5,Confirmed
