GAS DAY STARTED ON,GAS IN STORAGE(TWh),% FULL,TREND,INJECTION(GWh/d),WITHDRAWAL(GWh/d),WORKING GAS VOLUME(TWh),INJECTION CAPACITY(GWh/d),WITHDRAWAL CAPACITY(GWh/d),STATUS
2014-02-10,4.4267,"49,74","-0,59",0,52.91,8.8994,90.15,184.92,Confirmed
2014-02-09,4.493,"50,49","-0,81",0,72.33,8.8992,90.15,184.92,Confirmed
2014-02-08,4.5322,"50,93","-0,47",0,41.64,8.8988,90.14,184.91,Confirmed
2014-02-07,4.5788,"51,46","-0,53",0,47.22,8.8985,90.14,184.9,Confirmed
2014-02-06,4.6098,"51,81","-0,69",0,61.29,8.8981,90.14,184.9,Confirmed
2014-02-05,4.665,"52,43","-0,50",0,44.49,8.8982,90.14,184.9,Confirmed
2014-02-04,4.6959,"52,78","-0,11",0,10.09,8.8973,90.13,184.88,Confirmed
2014-02-03,4.7455,"53,33","-0,54",0,48.15,8.899,90.15,184.91,Confirmed
2014-02-02,4.7564,"53,44","-0,00",0,0.1,8.9,90.16,184.94,Confirmed
2014-02-01,4.7518,"53,39","0,00",0.05,0,8.9001,90.16,184.94,Confirmed
2014-01-31,4.743,"53,29","0,00",0.04,0,8.9006,90.16,184.95,Confirmed
2014-01-30,4.8083,"54,02","-0,54",0,48.3,8.9008,90.16,184.95,Confirmed
2014-01-29,4.8613,"54,63","-0,71",0,63.46,8.8987,90.14,184.91,Confirmed
2014-01-28,4.9266,"55,37","-0,57",0,50.82,8.8983,90.14,184.9,Confirmed
2014-01-27,4.9298,"55,39","0,00",0.14,0,8.8998,90.15,184.93,Confirmed
2014-01-26,4.9205,"55,28","0,00",0.03,0,8.9008,90.16,184.95,Confirmed
2014-01-25,4.8902,"54,94","0,00",0.03,0,8.901,90.17,184.96,Confirmed
2014-01-24,4.9446,"55,56","-0,52",0,46.08,8.9003,90.16,184.94,Confirmed
2014-01-23,5.048,"56,72","-1,14",0,101.09,8.9,90.16,184.93,Confirmed
2014-01-22,5.1169,"57,51","-0,55",0,48.75,8.8972,90.13,184.88,Confirmed
2014-01-21,5.1639,"58,05","-0,62",0,55.32,8.895,90.11,184.83,Confirmed
2014-01-20,5.2202,"58,70","-0,62",0,55.38,8.8935,90.09,184.8,Confirmed
2014-01-19,5.2468,"59,01","-0,43",0,38.46,8.8918,90.07,184.76,Confirmed
2014-01-18,5.2495,"59,03","-0,00",0,0.33,8.8936,90.09,184.8,Confirmed
2014-01-17,5.3,"59,60","-0,49",0,43.13,8.8922,90.08,184.77,Confirmed
2014-01-16,5.3372,"60,03","-0,52",0,46.35,8.8901,90.06,184.73,Confirmed
2014-01-15,5.3919,"60,67","-0,57",0,50.49,8.8876,90.03,184.68,Confirmed
2014-01-14,5.4217,"61,03","-0,39",0,34.41,8.8839,89.99,184.6,Confirmed
2014-01-13,5.4662,"61,58","-0,55",0,48.45,8.8765,89.92,184.45,Confirmed
2014-01-12,5.4569,"61,59","-0,00",0,0.33,8.8604,89.75,184.11,Confirmed
2014-01-11,5.4608,"61,61","-0,03",0,2.96,8.8633,89.78,184.17,Confirmed
2014-01-10,5.4707,"61,77","-0,27",0,24.16,8.8571,89.72,184.04,Confirmed
2014-01-09,5.4847,"61,96","-0,01",0,0.9,8.8514,89.66,183.93,Confirmed
2014-01-08,5.4762,"61,98","0,00",0.03,0,8.8356,89.5,183.6,Confirmed
2014-01-07,5.4652,"61,98","-0,12",0,10.3,8.8172,89.32,183.21,Confirmed
2014-01-06,5.4169,"61,82","0,23",19.79,0,8.7617,88.76,182.06,Confirmed
2014-01-05,5.4257,"61,71","0,24",20.66,0,8.7919,89.06,182.69,Confirmed
2014-01-04,5.3836,"61,31","0,49",42.62,0,8.7806,88.95,182.45,Confirmed
2014-01-03,5.3848,"61,04","0,35",30.46,0,8.8219,89.37,183.31,Confirmed
2014-01-02,5.4034,"60,95","0,00",0.03,0,8.866,89.81,184.23,Confirmed
2014-01-01,5.4023,"60,92","0,00",0.01,0,8.8675,89.83,184.26,Confirmed
2013-12-31,5.4031,"60,92","0,00",0.01,0,8.8685,89.84,184.28,Confirmed
2013-12-30,5.4158,"61,07","-0,07",0,6.11,8.868,89.83,184.27,Confirmed
2013-12-29,5.3635,"61,00","-0,26",0,22.46,8.7923,89.07,182.7,Confirmed
2013-12-28,5.3515,"61,26","0,00",0.16,0,8.7356,88.49,181.52,Confirmed
2013-12-27,5.3607,"60,97","0,31",27.58,0,8.7929,89.07,182.71,Confirmed
2013-12-26,5.4361,"61,10","0,00",0.05,0,8.8975,90.13,184.88,Confirmed
2013-12-25,5.4297,"61,02","0,00",0.01,0,8.8987,90.14,184.91,Confirmed
2013-12-24,5.4248,"60,96","0,00",0.02,0,8.8988,90.14,184.91,Confirmed
2013-12-23,5.4173,"60,87","-0,13",0,11.41,8.9,90.16,184.93,Confirmed
2013-12-22,5.4383,"61,10","0,00",0.01,0,8.9012,90.17,184.96,Confirmed
2013-12-21,5.4545,"61,27","0,00",0.01,0,8.9018,90.17,184.97,Confirmed
2013-12-20,5.4819,"61,58","-0,15",0,13.12,8.9024,90.18,184.98,Confirmed
2013-12-19,5.5185,"61,99","-0,38",0,33.67,8.9023,90.18,184.98,Confirmed
2013-12-18,5.5508,"62,35","-0,37",0,32.51,8.9023,90.18,184.98,Confirmed
2013-12-17,5.5809,"62,67","-0,51",0,45.03,8.9059,90.22,185.06,Confirmed
2013-12-16,5.6165,"63,04","-0,41",0,36.25,8.9095,90.25,185.13,Confirmed
2013-12-15,5.6496,"63,41","-0,41",0,36.92,8.9097,90.25,185.14,Confirmed
2013-12-14,5.6839,"63,79","-0,35",0,31.47,8.9101,90.26,185.15,Confirmed
2013-12-13,5.7486,"64,51","-0,75",0,67.26,8.9108,90.27,185.16,Confirmed
2013-12-12,5.8064,"65,16","-0,80",0,71.31,8.9103,90.26,185.15,Confirmed
2013-12-11,5.8745,"65,93","-0,93",0,83.22,8.9106,90.26,185.15,Confirmed
2013-12-10,5.9184,"66,43","-0,35",0,30.75,8.9094,90.25,185.13,Confirmed
2013-12-09,5.9418,"66,70","-0,25",0,22.08,8.9089,90.25,185.12,Confirmed
2013-12-08,5.9456,"66,73","-0,10",0,8.88,8.9098,90.25,185.14,Confirmed
2013-12-07,5.9524,"66,81","-0,16",0,14.43,8.9098,90.26,185.14,Confirmed
2013-12-06,6.0087,"67,43","-0,99",0,87.98,8.911,90.27,185.16,Confirmed
2013-12-05,6.02,"67,56","-0,68",0,60.54,8.9102,90.26,185.15,Confirmed
2013-12-04,6.074,"68,17","-1,01",0,89.55,8.9101,90.26,185.15,Confirmed
2013-12-03,6.1439,"68,95","-1,04",0,92.63,8.9104,90.26,185.15,Confirmed
2013-12-02,6.1688,"69,23","-0,61",0,54.67,8.9111,90.27,185.17,Confirmed
2013-12-01,6.1629,"69,17","-0,31",0,27.96,8.9099,90.26,185.14,Confirmed
2013-11-30,6.2213,"69,82","-0,59",0,52.45,8.9102,90.26,185.15,Confirmed
2013-11-29,6.2315,"69,90","0,00",0.01,0,8.9155,90.31,185.26,Confirmed
2013-11-28,6.2593,"70,23","-0,41",0,36.38,8.9123,90.28,185.19,Confirmed
2013-11-27,6.3168,"70,89","-0,62",0,55.45,8.9103,90.26,185.15,Confirmed
2013-11-26,6.3819,"71,63","-0,89",0,79.4,8.9095,90.25,185.13,Confirmed
2013-11-25,6.4743,"72,66","-0,67",0,59.94,8.9101,90.26,185.14,Confirmed
2013-11-24,6.4583,"72,47","-0,16",0,14.41,8.9114,90.27,185.17,Confirmed
2013-11-23,6.4693,"72,60","-0,26",0,23.3,8.9106,90.26,185.16,Confirmed
2013-11-22,6.5525,"73,54","-0,87",0,77.82,8.91,90.26,185.14,Confirmed
2013-11-21,6.6202,"74,31","-0,70",0,62.56,8.9091,90.25,185.12,Confirmed
2013-11-20,6.6994,"75,21","-1,20",0,106.82,8.9072,90.23,185.08,Confirmed
2013-11-19,6.7955,"76,30","-1,13",0,100.83,8.9061,90.22,185.06,Confirmed
2013-11-18,6.8196,"76,58","-0,31",0,27.24,8.9051,90.21,185.04,Confirmed
2013-11-17,6.8586,"77,02","-0,22",0,19.81,8.9048,90.2,185.03,Confirmed
2013-11-16,6.9128,"77,65","-0,62",0,55.22,8.9023,90.18,184.98,Confirmed
2013-11-15,6.9791,"78,41","-0,90",0,80.35,8.9012,90.17,184.96,Confirmed
2013-11-14,7.0473,"79,26","-0,93",0,83.05,8.8915,90.07,184.76,Confirmed
2013-11-13,7.1273,"80,32","-0,82",0,72.88,8.874,89.89,184.4,Confirmed
2013-11-12,7.1493,"80,48","-0,39",0,34.22,8.883,89.98,184.58,Confirmed
2013-11-11,7.1631,"80,88","-0,34",0,29.97,8.8568,89.72,184.04,Confirmed
2013-11-10,7.1268,"80,97","0,12",10.67,0,8.8018,89.16,182.89,Confirmed
2013-11-09,7.1689,"80,95","0,10",9.06,0,8.8557,89.71,184.01,Confirmed
2013-11-08,7.1857,"81,11","-0,09",0,7.75,8.8592,89.74,184.09,Confirmed
2013-11-07,7.1724,"81,20","-0,13",0,11.07,8.8325,89.47,183.53,Confirmed
2013-11-06,7.051,"80,91","-0,14",0,11.87,8.7151,88.28,181.09,Confirmed
2013-11-05,7.0169,"80,93","0,05",4.61,0,8.6708,87.83,180.17,Confirmed
2013-11-04,7.0007,"80,74","0,27",23.33,0,8.671,87.84,180.18,Confirmed
2013-11-03,7.0485,"80,68","0,00",0.04,0,8.7362,88.5,181.53,Confirmed
2013-11-02,7.0428,"80,62","1,01",88.49,0,8.7359,88.49,181.53,Confirmed
2013-11-01,7.0029,"80,30","0,31",27.16,0,8.7206,88.34,181.21,Confirmed
2013-10-31,7.0519,"79,87","0,21",18.64,0,8.8292,89.44,183.46,Confirmed
2013-10-30,7.0313,"79,96","0,00",0.06,0,8.7935,89.08,182.72,Confirmed
2013-10-29,7.0402,"80,07","0,00",0.17,0,8.7924,89.07,182.7,Confirmed
2013-10-28,7.0458,"79,70","0,23",20.2,0,8.84,89.55,183.69,Confirmed
2013-10-27,7.0127,"79,36","0,34",29.83,0,8.8361,89.51,183.61,Confirmed
2013-10-26,7.0277,"79,36","0,00",0,0,8.8549,89.7,184,Confirmed
2013-10-25,7.0201,"79,36","0,00",0.05,0,8.8454,89.6,183.8,Confirmed
2013-10-24,7.0096,"79,36","0,00",0,0,8.8322,89.47,183.53,Confirmed
2013-10-23,7.0096,"79,36","0,00",0.01,0,8.8322,89.47,183.53,Confirmed
2013-10-22,7.0096,"79,36","0,00",0.01,0,8.8322,89.47,183.53,Confirmed
2013-10-21,6.9873,"79,11","0,00",0.01,0,8.8322,89.47,183.53,Confirmed
2013-10-20,6.9583,"78,87","0,00",0.01,0,8.8227,89.37,183.33,Confirmed
2013-10-19,6.94,"78,67","0,25",21.89,0,8.8213,89.36,183.3,Confirmed
2013-10-18,6.9523,"78,34","0,14",12.34,0,8.8744,89.9,184.4,Confirmed
2013-10-17,6.9271,"77,90","-0,01",0,1.26,8.8919,90.07,184.77,Confirmed
2013-10-16,6.8349,"77,56","0,73",64.69,0,8.812,89.26,183.11,Confirmed
2013-10-15,6.9199,"77,66","-0,09",0,7.61,8.91,90.26,185.14,Confirmed
2013-10-14,6.936,"77,77","-0,12",0,10.86,8.9183,90.34,185.31,Confirmed
2013-10-13,6.9256,"77,66","0,00",0.01,0,8.9178,90.34,185.31,Confirmed
2013-10-12,6.9372,"77,79","0,00",0,0,8.9175,90.33,185.3,Confirmed
2013-10-11,6.9387,"77,84","-0,08",0,7.14,8.9138,90.3,185.22,Confirmed
2013-10-10,6.9339,"77,83","-0,17",0,15.5,8.9092,90.25,185.13,Confirmed
2013-10-09,6.9928,"78,47","-0,08",0,7.22,8.9117,90.27,185.18,Confirmed
2013-10-08,6.9306,"77,84","-0,08",0,6.82,8.9033,90.19,185,Confirmed
2013-10-07,6.8681,"77,51","0,03",2.72,0,8.861,89.76,184.13,Confirmed
2013-10-06,6.8671,"77,12","0,60",53.08,0,8.9043,90.2,185.02,Confirmed
2013-10-05,6.8264,"76,72","0,59",52.5,0,8.8974,90.13,184.88,Confirmed
2013-10-04,6.812,"76,63","0,79",69.95,0,8.89,90.05,184.73,Confirmed
2013-10-03,6.7844,"76,49","0,15",13.04,0,8.8698,89.85,184.31,Confirmed
2013-10-02,6.7677,"76,29","0,12",10.46,0,8.8712,89.86,184.34,Confirmed
2013-10-01,6.8208,"76,21","0,19",16.97,0,8.9499,90.66,185.97,Confirmed
2013-09-30,6.8143,"76,18","0,08",7.33,0,8.9455,90.62,185.88,Confirmed
2013-09-29,6.8206,"76,14","0,00",0.04,0,8.9575,90.74,186.13,Confirmed
2013-09-28,6.8204,"76,14","-0,00",0,0,8.9582,90.75,186.14,Confirmed
2013-09-27,6.8151,"76,07","0,00",0.38,0,8.9591,90.75,186.16,Confirmed
2013-09-26,6.8032,"75,94","0,03",2.71,0,8.959,90.75,186.16,Confirmed
2013-09-25,6.7978,"75,91","0,09",7.78,0,8.9549,90.71,186.08,Confirmed
2013-09-24,6.7767,"75,81","0,19",16.99,0,8.9385,90.55,185.74,Confirmed
2013-09-23,6.7554,"75,61","0,00",0.19,0,8.934,90.5,185.64,Confirmed
2013-09-22,6.7454,"75,50","0,00",0.05,0,8.9344,90.5,185.65,Confirmed
2013-09-21,6.7279,"75,30","0,00",0.05,0,8.9344,90.5,185.65,Confirmed
2013-09-20,6.7266,"75,29","0,00",0.06,0,8.9345,90.51,185.65,Confirmed
2013-09-19,6.7308,"75,33","0,00",0.06,0,8.935,90.51,185.66,Confirmed
2013-09-18,6.7319,"75,34","0,00",0.05,0,8.9355,90.51,185.67,Confirmed
2013-09-17,6.7224,"75,23","0,00",0.06,0,8.9358,90.52,185.68,Confirmed
2013-09-16,6.683,"74,93","0,06",5.05,0,8.919,90.35,185.33,Confirmed
2013-09-15,6.6411,"74,74","0,23",20.08,0,8.8859,90.01,184.64,Confirmed
2013-09-14,6.6625,"74,65","0,16",14.51,0,8.9244,90.4,185.44,Confirmed
2013-09-13,6.6386,"74,41","0,02",1.49,0,8.922,90.38,185.39,Confirmed
2013-09-12,6.641,"74,15","0,32",28.56,0,8.9558,90.72,186.09,Confirmed
2013-09-11,6.6307,"74,10","0,25",22.14,0,8.9489,90.65,185.95,Confirmed
2013-09-10,6.6209,"73,88","0,00",0.36,0,8.9619,90.78,186.22,Confirmed
2013-09-09,6.5921,"73,77","0,22",20.07,0,8.9361,90.52,185.69,Confirmed
2013-09-08,6.5945,"73,63","0,05",4.69,0,8.956,90.72,186.1,Confirmed
2013-09-07,6.5594,"73,39","0,21",19.06,0,8.9371,90.53,185.71,Confirmed
2013-09-06,6.5396,"73,22","0,21",18.68,0,8.9314,90.47,185.59,Confirmed
2013-09-05,6.4871,"73,07","0,22",19.66,0,8.8782,89.94,184.48,Confirmed
2013-09-04,6.4549,"72,66","0,15",13.16,0,8.8839,89.99,184.6,Confirmed
2013-09-03,6.4339,"72,31","0,51",45.57,0,8.8976,90.13,184.88,Confirmed
2013-09-02,6.379,"71,80","0,46",40.44,0,8.884,89.99,184.6,Confirmed
2013-09-01,6.351,"71,16","0,56",49.55,0,8.9246,90.4,185.45,Confirmed
2013-08-31,6.3322,"70,91","0,47",41.73,0,8.93,90.46,185.56,Confirmed
2013-08-30,6.2936,"70,58","0,16",14.42,0,8.9168,90.33,185.28,Confirmed
2013-08-29,6.2739,"70,32","0,31",27.94,0,8.9213,90.37,185.38,Confirmed
2013-08-28,6.2353,"69,92","0,05",4.67,0,8.9183,90.34,185.31,Confirmed
2013-08-27,6.1793,"69,32","0,50",44.46,0,8.914,90.3,185.23,Confirmed
2013-08-26,6.146,"68,79","0,77",68.8,0,8.9345,90.5,185.65,Confirmed
2013-08-25,6.0746,"67,97","0,67",59.45,0,8.9374,90.53,185.71,Confirmed
2013-08-24,6.0099,"67,25","0,93",83.03,0,8.9363,90.52,185.69,Confirmed
2013-08-23,5.9666,"66,63","0,88",78.81,0,8.9545,90.71,186.07,Confirmed
2013-08-22,5.9206,"66,05","0,67",59.83,0,8.9641,90.81,186.27,Confirmed
2013-08-21,5.8768,"65,95","0,58",52.09,0,8.911,90.27,185.16,Confirmed
2013-08-20,5.9436,"65,92","0,01",0.79,0,9.0164,91.34,187.35,Confirmed
2013-08-19,5.9358,"65,86","0,00",0.05,0,9.0131,91.3,187.28,Confirmed
2013-08-18,5.9269,"65,77","0,00",0.03,0,9.011,91.28,187.24,Confirmed
2013-08-17,5.9219,"65,72","0,00",0.04,0,9.0104,91.27,187.23,Confirmed
2013-08-16,5.919,"65,70","0,00",0.04,0,9.0089,91.26,187.2,Confirmed
2013-08-15,5.9168,"65,69","0,00",0.04,0,9.0076,91.25,187.17,Confirmed
2013-08-14,5.8945,"65,67","0,05",4.3,0,8.9753,90.92,186.5,Confirmed
2013-08-13,5.8625,"65,65","0,06",5.59,0,8.9295,90.45,185.55,Confirmed
2013-08-12,5.8555,"65,53","0,00",0.06,0,8.9363,90.52,185.69,Confirmed
2013-08-11,5.8411,"65,40","0,13",11.85,0,8.9318,90.48,185.59,Confirmed
2013-08-10,5.795,"64,93","0,21",18.41,0,8.925,90.41,185.45,Confirmed
2013-08-09,5.7649,"64,39","0,42",37.19,0,8.9525,90.69,186.03,Confirmed
2013-08-08,5.7186,"63,92","0,45",40.49,0,8.946,90.62,185.89,Confirmed
2013-08-07,5.6575,"63,36","0,27",24.42,0,8.929,90.45,185.54,Confirmed
2013-08-06,5.5993,"62,84","0,49",43.88,0,8.9109,90.27,185.16,Confirmed
2013-08-05,5.5607,"62,31","0,57",50.48,0,8.9236,90.4,185.43,Confirmed
2013-08-04,5.5066,"61,65","0,56",49.74,0,8.9321,90.48,185.6,Confirmed
2013-08-03,5.4572,"61,14","0,62",55.46,0,8.9263,90.42,185.48,Confirmed
2013-08-02,5.4286,"60,76","0,55",49.14,0,8.9343,90.5,185.65,Confirmed
2013-08-01,5.3428,"59,85","0,62",55.17,0,8.9264,90.42,185.48,Confirmed
2013-07-31,5.2946,"59,31","0,56",50.09,0,8.927,90.43,185.5,Confirmed
2013-07-30,5.2622,"58,99","0,85",76.16,0,8.9203,90.36,185.36,Confirmed
2013-07-29,5.2516,"58,70","0,00",0.11,0,8.946,90.62,185.89,Confirmed
2013-07-28,5.2208,"58,37","0,39",34.61,0,8.9448,90.61,185.87,Confirmed
2013-07-27,5.1706,"57,85","0,43",38.32,0,8.9379,90.54,185.72,Confirmed
2013-07-26,5.1154,"57,28","0,45",40.46,0,8.9305,90.46,185.57,Confirmed
2013-07-25,5.0551,"56,72","0,59",52.97,0,8.9118,90.27,185.18,Confirmed
2013-07-24,5.0147,"56,09","0,42",37.24,0,8.9401,90.56,185.77,Confirmed
2013-07-23,4.944,"55,30","0,58",51.89,0,8.9397,90.56,185.76,Confirmed
2013-07-22,4.8781,"54,56","0,66",59.21,0,8.9412,90.57,185.79,Confirmed
2013-07-21,4.826,"53,94","0,74",66.65,0,8.9468,90.63,185.91,Confirmed
2013-07-20,4.7949,"53,57","0,66",59.23,0,8.9501,90.66,185.98,Confirmed
2013-07-19,4.7806,"53,33","0,26",23.66,0,8.9634,90.8,186.25,Confirmed
2013-07-18,4.745,"52,95","0,24",21.06,0,8.961,90.77,186.2,Confirmed
2013-07-17,4.7262,"52,70","0,38",34.23,0,8.9674,90.84,186.34,Confirmed
2013-07-16,4.6958,"52,30","0,29",25.94,0,8.9778,90.94,186.55,Confirmed
2013-07-15,4.6085,"51,58","0,38",33.78,0,8.9338,90.5,185.64,Confirmed
2013-07-14,4.5332,"50,80","0,80",71.36,0,8.9229,90.39,185.41,Confirmed
2013-07-13,4.4945,"50,25","0,80",71.59,0,8.9437,90.6,185.84,Confirmed
2013-07-12,4.4567,"49,86","0,42",37.31,0,8.9391,90.55,185.75,Confirmed
2013-07-11,4.408,"49,22","0,38",34.1,0,8.9566,90.73,186.11,Confirmed
2013-07-10,4.3574,"48,65","0,68",61.11,0,8.9571,90.73,186.12,Confirmed
2013-07-09,4.2921,"48,02","0,35",31.6,0,8.9372,90.53,185.71,Confirmed
2013-07-08,4.2407,"47,41","0,66",59.24,0,8.9453,90.61,185.88,Confirmed
2013-07-07,4.1829,"46,62","0,74",66.62,0,8.9716,90.88,186.42,Confirmed
2013-07-06,4.1087,"45,85","0,82",73.79,0,8.9608,90.77,186.2,Confirmed
2013-07-05,4.0538,"45,14","0,91",81.3,0,8.9798,90.96,186.59,Confirmed
2013-07-04,3.9835,"44,42","0,78",70.11,0,8.9684,90.85,186.36,Confirmed
2013-07-03,3.9306,"43,84","0,72",64.44,0,8.9663,90.83,186.31,Confirmed
2013-07-02,3.8754,"43,34","0,59",53,0,8.9425,90.59,185.82,Confirmed
2013-07-01,3.7998,"42,53","0,46",40.94,0,8.9347,90.51,185.66,Confirmed
2013-06-30,3.7295,"41,76","0,80",71.38,0,8.9315,90.47,185.59,Confirmed
2013-06-29,3.7043,"41,51","0,73",64.81,0,8.9248,90.41,185.45,Confirmed
2013-06-28,3.6331,"40,74","0,45",40.47,0,8.9184,90.34,185.32,Confirmed
2013-06-27,3.6213,"40,54","0,58",52.06,0,8.933,90.49,185.62,Confirmed
2013-06-26,3.6071,"40,34","0,25",22.6,0,8.9417,90.58,185.8,Confirmed
2013-06-25,3.5656,"39,87","0,24",21.65,0,8.944,90.6,185.85,Confirmed
2013-06-24,3.5397,"39,55","0,42",37.15,0,8.9493,90.66,185.96,Confirmed
2013-06-23,3.5383,"39,47","0,33",29.89,0,8.9646,90.81,186.28,Confirmed
2013-06-22,3.5064,"39,08","0,26",23.48,0,8.9732,90.9,186.46,Confirmed
2013-06-21,3.4807,"38,67","0,38",34,0,9.0011,91.18,187.04,Confirmed
2013-06-20,3.4813,"38,65","0,25",22.58,0,9.0063,91.23,187.14,Confirmed
2013-06-19,3.4323,"38,14","0,21",19.26,0,8.9981,91.15,186.97,Confirmed
2013-06-18,3.3894,"37,68","0,45",40.84,0,8.9954,91.12,186.92,Confirmed
2013-06-17,3.3706,"37,53","0,38",34,0,8.9813,90.98,186.62,Confirmed
2013-06-16,3.3642,"37,43","0,14",12.59,0,8.9889,91.06,186.78,Confirmed
2013-06-15,3.3177,"36,98","0,23",21.05,0,8.9716,90.88,186.42,Confirmed
2013-06-14,3.2927,"36,70","0,25",22.47,0,8.9714,90.88,186.42,Confirmed
2013-06-13,3.2529,"36,38","0,40",35.89,0,8.9412,90.57,185.79,Confirmed
2013-06-12,3.2183,"36,02","0,25",22.07,0,8.9338,90.5,185.64,Confirmed
2013-06-11,3.1845,"35,63","0,51",45.57,0,8.939,90.55,185.75,Confirmed
2013-06-10,3.1357,"35,25","0,42",37.39,0,8.8962,90.12,184.86,Confirmed
2013-06-09,3.0827,"34,76","0,51",45.38,0,8.8678,89.83,184.27,Confirmed
2013-06-08,3.0655,"34,46","0,70",62.17,0,8.8956,90.11,184.84,Confirmed
2013-06-07,3.0054,"33,98","0,31",27.05,0,8.8452,89.6,183.8,Confirmed
2013-06-06,2.9738,"33,61","0,44",39.23,0,8.8467,89.62,183.83,Confirmed
2013-06-05,2.9436,"33,26","0,47",41.36,0,8.8509,89.66,183.91,Confirmed
2013-06-04,2.9422,"32,96","0,28",24.94,0,8.9277,90.44,185.51,Confirmed
2013-06-03,2.8816,"32,58","0,41",36.29,0,8.8455,89.6,183.8,Confirmed
2013-06-02,2.8541,"32,24","0,53",47.08,0,8.8531,89.68,183.96,Confirmed
2013-06-01,2.8358,"31,92","0,54",48.21,0,8.8837,89.99,184.6,Confirmed
2013-05-31,2.8229,"31,80","0,28",24.95,0,8.8764,89.92,184.44,Confirmed
2013-05-30,2.799,"31,63","0,31",27.62,0,8.8491,89.64,183.88,Confirmed
2013-05-29,2.7861,"31,39","0,18",15.83,0,8.8768,89.92,184.45,Confirmed
2013-05-28,2.7527,"31,09","0,24",21.07,0,8.8532,89.68,183.96,Confirmed
2013-05-27,2.7046,"30,56","0,07",6.34,0,8.8511,89.66,183.92,Confirmed
2013-05-26,2.6299,"30,21","0,00",0.04,0,8.7057,88.19,180.9,Confirmed
2013-05-25,2.6388,"30,31","0,00",0.05,0,8.7073,88.2,180.93,Confirmed
2013-05-24,2.6512,"30,44","0,00",0.05,0,8.7082,88.21,180.95,Confirmed
2013-05-23,2.6325,"30,22","0,00",0.05,0,8.7099,88.23,180.98,Confirmed
2013-05-22,2.6437,"30,35","0,00",0.05,0,8.711,88.24,181.01,Confirmed
2013-05-21,2.6188,"30,07","0,07",6.14,0,8.7084,88.22,180.95,Confirmed
2013-05-20,2.6018,"29,76","0,26",22.38,0,8.7415,88.55,181.64,Confirmed
2013-05-19,2.6136,"29,53","0,30",26.93,0,8.8507,89.66,183.91,Confirmed
2013-05-18,2.6111,"29,24","0,39",35.19,0,8.9309,90.47,185.58,Confirmed
2013-05-17,2.5823,"28,95","0,38",34.21,0,8.9205,90.36,185.36,Confirmed
2013-05-16,2.5916,"28,92","0,25",22.33,0,8.9621,90.79,186.23,Confirmed
2013-05-15,2.57,"28,76","0,00",0.38,0,8.9349,90.51,185.66,Confirmed
2013-05-14,2.5354,"28,45","0,13",11.69,0,8.9113,90.27,185.17,Confirmed
2013-05-13,2.5053,"28,18","0,29",25.87,0,8.8916,90.07,184.76,Confirmed
2013-05-12,2.4698,"27,72","0,30",26.75,0,8.9084,90.24,185.11,Confirmed
2013-05-11,2.4362,"27,44","0,42",37.26,0,8.8794,89.95,184.51,Confirmed
2013-05-10,2.3846,"26,88","0,45",39.72,0,8.8699,89.85,184.31,Confirmed
2013-05-09,2.3613,"26,56","0,46",41.2,0,8.8913,90.07,184.75,Confirmed
2013-05-08,2.3445,"26,24","0,32",28.17,0,8.9364,90.52,185.69,Confirmed
2013-05-07,2.3166,"25,95","0,29",25.79,0,8.9283,90.44,185.52,Confirmed
2013-05-06,2.2786,"25,59","0,29",26.21,0,8.903,90.19,185,Confirmed
2013-05-05,2.2467,"25,27","0,36",32.17,0,8.8897,90.05,184.72,Confirmed
2013-05-04,2.223,"24,97","0,54",47.75,0,8.9033,90.19,185,Confirmed
2013-05-03,2.1986,"24,72","0,53",47.42,0,8.8924,90.08,184.78,Confirmed
2013-05-02,2.1768,"24,48","0,26",23.43,0,8.893,90.09,184.79,Confirmed
2013-05-01,2.1493,"24,15","0,35",31.56,0,8.8983,90.14,184.9,Confirmed
2013-04-30,2.1274,"23,92","0,27",24.13,0,8.8931,90.09,184.79,Confirmed
2013-04-29,2.1065,"23,67","0,28",24.81,0,8.901,90.17,184.95,Confirmed
2013-04-28,2.0906,"23,47","0,28",24.55,0,8.906,90.22,185.06,Confirmed
2013-04-27,2.0526,"23,02","0,25",22.26,0,8.9178,90.34,185.31,Confirmed
2013-04-26,2.0343,"22,84","0,41",36.65,0,8.9071,90.23,185.08,Confirmed
2013-04-25,2.0195,"22,71","0,01",1.12,0,8.8909,90.06,184.75,Confirmed
2013-04-24,1.983,"22,32","0,27",24.26,0,8.8863,90.02,184.65,Confirmed
2013-04-23,1.9488,"21,92","0,37",33.03,0,8.8913,90.07,184.75,Confirmed
2013-04-22,1.8955,"21,34","0,29",25.54,0,8.8828,89.98,184.58,Confirmed
2013-04-21,1.838,"20,74","0,56",49.73,0,8.8628,89.78,184.16,Confirmed
2013-04-20,1.791,"20,18","0,56",49.51,0,8.8734,89.89,184.38,Confirmed
2013-04-19,1.7333,"19,54","0,57",50.16,0,8.8684,89.84,184.28,Confirmed
2013-04-18,1.6737,"18,94","0,65",57.06,0,8.8363,89.51,183.61,Confirmed
2013-04-17,1.6562,"18,54","0,67",59.95,0,8.9326,90.49,185.61,Confirmed
2013-04-16,1.6403,"18,51","0,36",31.58,0,8.8635,89.79,184.18,Confirmed
