Domain Code,Domain,Area Code (M49),Area,Year Code,Year,Item Code,Item,Months Code,Months,Unit,Value,Flag,Flag Description,Note
"CP","Consumer Price Indices","044","Bahamas","2010","2010","23014","Food price inflation","7003","March","%","2.012205","Fc","Calculated data",""
"CP","Consumer Price Indices","044","Bahamas","2011","2011","23014","Food price inflation","7003","March","%","1.68655","Fc","Calculated data",""
"CP","Consumer Price Indices","044","Bahamas","2012","2012","23014","Food price inflation","7003","March","%","1.125875","Fc","Calculated data",""
"CP","Consumer Price Indices","044","Bahamas","2013","2013","23014","Food price inflation","7003","March","%","0.73725","Fc","Calculated data",""
"CP","Consumer Price Indices","044","Bahamas","2014","2014","23014","Food price inflation","7003","March","%","2.348993","Fc","Calculated data",""
"CP","Consumer Price Indices","044","Bahamas","2015","2015","23014","Food price inflation","7003","March","%","5.186289","Fc","Calculated data",""
"CP","Consumer Price Indices","044","Bahamas","2016","2016","23014","Food price inflation","7003","March","%","0.17002","Fc","Calculated data",""
"CP","Consumer Price Indices","044","Bahamas","2017","2017","23014","Food price inflation","7003","March","%","-1.386139","Fc","Calculated data",""
"CP","Consumer Price Indices","044","Bahamas","2018","2018","23014","Food price inflation","7003","March","%","1.30044","Fc","Calculated data",""
"CP","Consumer Price Indices","044","Bahamas","2019","2019","23014","Food price inflation","7003","March","%","2.001133","Fc","Calculated data",""
"CP","Consumer Price Indices","044","Bahamas","2020","2020","23014","Food price inflation","7003","March","%","1.693504","Fc","Calculated data",""
"CP","Consumer Price Indices","044","Bahamas","2021","2021","23014","Food price inflation","7003","March","%","-0.1365","Fc","Calculated data",""
"CP","Consumer Price Indices","044","Bahamas","2001","2001","23014","Food price inflation","7004","April","%","1.822309","Fc","Calculated data",""
"CP","Consumer Price Indices","044","Bahamas","2002","2002","23014","Food price inflation","7004","April","%","2.079834","Fc","Calculated data",""
"CP","Consumer Price Indices","044","Bahamas","2003","2003","23014","Food price inflation","7004","April","%","1.47798","Fc","Calculated data",""
"CP","Consumer Price Indices","044","Bahamas","2004","2004","23014","Food price inflation","7004","April","%","1.338522","Fc","Calculated data",""
"CP","Consumer Price Indices","044","Bahamas","2005","2005","23014","Food price inflation","7004","April","%","3.014081","Fc","Calculated data",""
"CP","Consumer Price Indices","044","Bahamas","2006","2006","23014","Food price inflation","7004","April","%","3.671487","Fc","Calculated data",""
"CP","Consumer Price Indices","044","Bahamas","2007","2007","23014","Food price inflation","7004","April","%","4.304239","Fc","Calculated data",""
"CP","Consumer Price Indices","044","Bahamas","2008","2008","23014","Food price inflation","7004","April","%","4.651588","Fc","Calculated data",""
"CP","Consumer Price Indices","044","Bahamas","2009","2009","23014","Food price inflation","7004","April","%","5.251371","Fc","Calculated data",""
"CP","Consumer Price Indices","044","Bahamas","2010","2010","23014","Food price inflation","7004","April","%","3.370527","Fc","Calculated data",""
"CP","Consumer Price Indices","044","Bahamas","2011","2011","23014","Food price inflation","7004","April","%","0.997638","Fc","Calculated data",""
"CP","Consumer Price Indices","044","Bahamas","2012","2012","23014","Food price inflation","7004","April","%","1.207801","Fc","Calculated data",""
"CP","Consumer Price Indices","044","Bahamas","2013","2013","23014","Food price inflation","7004","April","%","1.042247","Fc","Calculated data",""
"CP","Consumer Price Indices","044","Bahamas","2014","2014","23014","Food price inflation","7004","April","%","2.837811","Fc","Calculated data",""
"CP","Consumer Price Indices","044","Bahamas","2015","2015","23014","Food price inflation","7004","April","%","4.006678","Fc","Calculated data",""
"CP","Consumer Price Indices","044","Bahamas","2016","2016","23014","Food price inflation","7004","April","%","-0.7648","Fc","Calculated data",""
"CP","Consumer Price Indices","044","Bahamas","2017","2017","23014","Food price inflation","7004","April","%","-0.627973","Fc","Calculated data",""
"CP","Consumer Price Indices","044","Bahamas","2018","2018","23014","Food price inflation","7004","April","%","2.508617","Fc","Calculated data",""
"CP","Consumer Price Indices","044","Bahamas","2019","2019","23014","Food price inflation","7004","April","%","1.746684","Fc","Calculated data",""
"CP","Consumer Price Indices","044","Bahamas","2020","2020","23014","Food price inflation","7004","April","%","-3.157991","Fc","Calculated data",""
"CP","Consumer Price Indices","044","Bahamas","2021","2021","23014","Food price inflation","7004","April","%","5.033652","Fc","Calculated data",""
"CP","Consumer Price Indices","044","Bahamas","2001","2001","23014","Food price inflation","7005","May","%","1.862505","Fc","Calculated data",""
"CP","Consumer Price Indices","044","Bahamas","2002","2002","23014","Food price inflation","7005","May","%","2.064724","Fc","Calculated data",""
"CP","Consumer Price Indices","044","Bahamas","2003","2003","23014","Food price inflation","7005","May","%","1.358345","Fc","Calculated data",""
"CP","Consumer Price Indices","044","Bahamas","2004","2004","23014","Food price inflation","7005","May","%","1.539799","Fc","Calculated data",""
"CP","Consumer Price Indices","044","Bahamas","2005","2005","23014","Food price inflation","7005","May","%","3.031446","Fc","Calculated data",""
"CP","Consumer Price Indices","044","Bahamas","2006","2006","23014","Food price inflation","7005","May","%","3.8","Fc","Calculated data",""
"CP","Consumer Price Indices","044","Bahamas","2007","2007","23014","Food price inflation","7005","May","%","4.211783","Fc","Calculated data",""
"CP","Consumer Price Indices","044","Bahamas","2008","2008","23014","Food price inflation","7005","May","%","4.914586","Fc","Calculated data",""
"CP","Consumer Price Indices","044","Bahamas","2009","2009","23014","Food price inflation","7005","May","%","4.958478","Fc","Calculated data",""
"CP","Consumer Price Indices","044","Bahamas","2010","2010","23014","Food price inflation","7005","May","%","3.315491","Fc","Calculated data",""
"CP","Consumer Price Indices","044","Bahamas","2011","2011","23014","Food price inflation","7005","May","%","1.08884","Fc","Calculated data",""
"CP","Consumer Price Indices","044","Bahamas","2012","2012","23014","Food price inflation","7005","May","%","1.588072","Fc","Calculated data",""
"CP","Consumer Price Indices","044","Bahamas","2013","2013","23014","Food price inflation","7005","May","%","-0.209131","Fc","Calculated data",""
"CP","Consumer Price Indices","044","Bahamas","2014","2014","23014","Food price inflation","7005","May","%","3.575056","Fc","Calculated data",""
"CP","Consumer Price Indices","044","Bahamas","2015","2015","23014","Food price inflation","7005","May","%","3.677192","Fc","Calculated data",""
"CP","Consumer Price Indices","044","Bahamas","2016","2016","23014","Food price inflation","7005","May","%","-0.690438","Fc","Calculated data",""
"CP","Consumer Price Indices","044","Bahamas","2017","2017","23014","Food price inflation","7005","May","%","-0.371429","Fc","Calculated data",""
"CP","Consumer Price Indices","044","Bahamas","2018","2018","23014","Food price inflation","7005","May","%","2.504541","Fc","Calculated data",""
"CP","Consumer Price Indices","044","Bahamas","2019","2019","23014","Food price inflation","7005","May","%","0.941901","Fc","Calculated data",""
"CP","Consumer Price Indices","044","Bahamas","2020","2020","23014","Food price inflation","7005","May","%","1.552106","Fc","Calculated data",""
"CP","Consumer Price Indices","044","Bahamas","2021","2021","23014","Food price inflation","7005","May","%","1.505829","Fc","Calculated data",""
"CP","Consumer Price Indices","044","Bahamas","2001","2001","23014","Food price inflation","7006","June","%","1.902591","Fc","Calculated data",""
"CP","Consumer Price Indices","044","Bahamas","2002","2002","23014","Food price inflation","7006","June","%","2.049667","Fc","Calculated data",""
"CP","Consumer Price Indices","044","Bahamas","2003","2003","23014","Food price inflation","7006","June","%","1.239096","Fc","Calculated data",""
"CP","Consumer Price Indices","044","Bahamas","2004","2004","23014","Food price inflation","7006","June","%","1.740898","Fc","Calculated data",""
"CP","Consumer Price Indices","044","Bahamas","2005","2005","23014","Food price inflation","7006","June","%","3.048728","Fc","Calculated data",""
"CP","Consumer Price Indices","044","Bahamas","2006","2006","23014","Food price inflation","7006","June","%","3.927849","Fc","Calculated data",""
"CP","Consumer Price Indices","044","Bahamas","2007","2007","23014","Food price inflation","7006","June","%","4.120032","Fc","Calculated data",""
"CP","Consumer Price Indices","044","Bahamas","2008","2008","23014","Food price inflation","7006","June","%","5.17604","Fc","Calculated data",""
"CP","Consumer Price Indices","044","Bahamas","2009","2009","23014","Food price inflation","7006","June","%","5.013767","Fc","Calculated data",""
"CP","Consumer Price Indices","044","Bahamas","2010","2010","23014","Food price inflation","7006","June","%","3.912898","Fc","Calculated data",""
"CP","Consumer Price Indices","044","Bahamas","2011","2011","23014","Food price inflation","7006","June","%","0.548863","Fc","Calculated data",""
"CP","Consumer Price Indices","044","Bahamas","2012","2012","23014","Food price inflation","7006","June","%","1.591759","Fc","Calculated data",""
"CP","Consumer Price Indices","044","Bahamas","2013","2013","23014","Food price inflation","7006","June","%","-1.107584","Fc","Calculated data",""
"CP","Consumer Price Indices","044","Bahamas","2014","2014","23014","Food price inflation","7006","June","%","2.99389","Fc","Calculated data",""
"CP","Consumer Price Indices","044","Bahamas","2015","2015","23014","Food price inflation","7006","June","%","4.399842","Fc","Calculated data",""
"CP","Consumer Price Indices","044","Bahamas","2016","2016","23014","Food price inflation","7006","June","%","-0.644","Fc","Calculated data",""
"CP","Consumer Price Indices","044","Bahamas","2017","2017","23014","Food price inflation","7006","June","%","0.276427","Fc","Calculated data",""
"CP","Consumer Price Indices","044","Bahamas","2018","2018","23014","Food price inflation","7006","June","%","2.290875","Fc","Calculated data",""
"CP","Consumer Price Indices","044","Bahamas","2019","2019","23014","Food price inflation","7006","June","%","0.176564","Fc","Calculated data",""
"CP","Consumer Price Indices","044","Bahamas","2020","2020","23014","Food price inflation","7006","June","%","2.087199","Fc","Calculated data",""
"CP","Consumer Price Indices","044","Bahamas","2021","2021","23014","Food price inflation","7006","June","%","1.317076","Fc","Calculated data",""
"CP","Consumer Price Indices","044","Bahamas","2001","2001","23014","Food price inflation","7007","July","%","1.942567","Fc","Calculated data",""
"CP","Consumer Price Indices","044","Bahamas","2002","2002","23014","Food price inflation","7007","July","%","2.034663","Fc","Calculated data",""
"CP","Consumer Price Indices","044","Bahamas","2003","2003","23014","Food price inflation","7007","July","%","1.120233","Fc","Calculated data",""
"CP","Consumer Price Indices","044","Bahamas","2004","2004","23014","Food price inflation","7007","July","%","1.941819","Fc","Calculated data",""
"CP","Consumer Price Indices","044","Bahamas","2005","2005","23014","Food price inflation","7007","July","%","3.065925","Fc","Calculated data",""
"CP","Consumer Price Indices","044","Bahamas","2006","2006","23014","Food price inflation","7007","July","%","4.055039","Fc","Calculated data",""
"CP","Consumer Price Indices","044","Bahamas","2007","2007","23014","Food price inflation","7007","July","%","4.028978","Fc","Calculated data",""
"CP","Consumer Price Indices","044","Bahamas","2008","2008","23014","Food price inflation","7007","July","%","5.435964","Fc","Calculated data",""
"CP","Consumer Price Indices","044","Bahamas","2009","2009","23014","Food price inflation","7007","July","%","4.593457","Fc","Calculated data",""
"CP","Consumer Price Indices","044","Bahamas","2010","2010","23014","Food price inflation","7007","July","%","5.903525","Fc","Calculated data",""
"CP","Consumer Price Indices","044","Bahamas","2011","2011","23014","Food price inflation","7007","July","%","-2.442244","Fc","Calculated data",""
"CP","Consumer Price Indices","044","Bahamas","2012","2012","23014","Food price inflation","7007","July","%","2.802553","Fc","Calculated data",""
"CP","Consumer Price Indices","044","Bahamas","2013","2013","23014","Food price inflation","7007","July","%","-1.205808","Fc","Calculated data",""
"CP","Consumer Price Indices","044","Bahamas","2014","2014","23014","Food price inflation","7007","July","%","2.156663","Fc","Calculated data",""
"CP","Consumer Price Indices","044","Bahamas","2015","2015","23014","Food price inflation","7007","July","%","5.267875","Fc","Calculated data",""
"CP","Consumer Price Indices","044","Bahamas","2016","2016","23014","Food price inflation","7007","July","%","-1.494655","Fc","Calculated data",""
"CP","Consumer Price Indices","044","Bahamas","2017","2017","23014","Food price inflation","7007","July","%","1.123596","Fc","Calculated data",""
"CP","Consumer Price Indices","044","Bahamas","2018","2018","23014","Food price inflation","7007","July","%","6.267806","Fc","Calculated data",""
"CP","Consumer Price Indices","044","Bahamas","2019","2019","23014","Food price inflation","7007","July","%","-4.048257","Fc","Calculated data",""
"CP","Consumer Price Indices","044","Bahamas","2020","2020","23014","Food price inflation","7007","July","%","2.496042","Fc","Calculated data",""
"CP","Consumer Price Indices","044","Bahamas","2021","2021","23014","Food price inflation","7007","July","%","1.335813","Fc","Calculated data",""
"CP","Consumer Price Indices","044","Bahamas","2001","2001","23014","Food price inflation","7008","August","%","1.982433","Fc","Calculated data",""
"CP","Consumer Price Indices","044","Bahamas","2002","2002","23014","Food price inflation","7008","August","%","2.019712","Fc","Calculated data",""
"CP","Consumer Price Indices","044","Bahamas","2003","2003","23014","Food price inflation","7008","August","%","1.001754","Fc","Calculated data",""
"CP","Consumer Price Indices","044","Bahamas","2004","2004","23014","Food price inflation","7008","August","%","2.142563","Fc","Calculated data",""
"CP","Consumer Price Indices","044","Bahamas","2005","2005","23014","Food price inflation","7008","August","%","3.08304","Fc","Calculated data",""
"CP","Consumer Price Indices","044","Bahamas","2006","2006","23014","Food price inflation","7008","August","%","4.181574","Fc","Calculated data",""
"CP","Consumer Price Indices","044","Bahamas","2007","2007","23014","Food price inflation","7008","August","%","3.938613","Fc","Calculated data",""
"CP","Consumer Price Indices","044","Bahamas","2008","2008","23014","Food price inflation","7008","August","%","5.694373","Fc","Calculated data",""
"CP","Consumer Price Indices","044","Bahamas","2009","2009","23014","Food price inflation","7008","August","%","4.45353","Fc","Calculated data",""
"CP","Consumer Price Indices","044","Bahamas","2010","2010","23014","Food price inflation","7008","August","%","5.005496","Fc","Calculated data",""
"CP","Consumer Price Indices","044","Bahamas","2011","2011","23014","Food price inflation","7008","August","%","-1.647892","Fc","Calculated data",""
"CP","Consumer Price Indices","044","Bahamas","2012","2012","23014","Food price inflation","7008","August","%","2.344882","Fc","Calculated data",""
"CP","Consumer Price Indices","044","Bahamas","2013","2013","23014","Food price inflation","7008","August","%","-0.891631","Fc","Calculated data",""
"CP","Consumer Price Indices","044","Bahamas","2014","2014","23014","Food price inflation","7008","August","%","1.319395","Fc","Calculated data",""
"CP","Consumer Price Indices","044","Bahamas","2015","2015","23014","Food price inflation","7008","August","%","6.230592","Fc","Calculated data",""
"CP","Consumer Price Indices","044","Bahamas","2016","2016","23014","Food price inflation","7008","August","%","-2.149929","Fc","Calculated data",""
"CP","Consumer Price Indices","044","Bahamas","2017","2017","23014","Food price inflation","7008","August","%","2.544088","Fc","Calculated data",""
"CP","Consumer Price Indices","044","Bahamas","2018","2018","23014","Food price inflation","7008","August","%","3.326755","Fc","Calculated data",""
"CP","Consumer Price Indices","044","Bahamas","2019","2019","23014","Food price inflation","7008","August","%","-1.882674","Fc","Calculated data",""
"CP","Consumer Price Indices","044","Bahamas","2020","2020","23014","Food price inflation","7008","August","%","2.196885","Fc","Calculated data",""
"CP","Consumer Price Indices","044","Bahamas","2021","2021","23014","Food price inflation","7008","August","%","1.656737","Fc","Calculated data",""
"CP","Consumer Price Indices","044","Bahamas","2001","2001","23014","Food price inflation","7009","September","%","2.022191","Fc","Calculated data",""
"CP","Consumer Price Indices","044","Bahamas","2002","2002","23014","Food price inflation","7009","September","%","2.004813","Fc","Calculated data",""
"CP","Consumer Price Indices","044","Bahamas","2003","2003","23014","Food price inflation","7009","September","%","0.883656","Fc","Calculated data",""
"CP","Consumer Price Indices","044","Bahamas","2004","2004","23014","Food price inflation","7009","September","%","2.343129","Fc","Calculated data",""
"CP","Consumer Price Indices","044","Bahamas","2005","2005","23014","Food price inflation","7009","September","%","3.100073","Fc","Calculated data",""
"CP","Consumer Price Indices","044","Bahamas","2006","2006","23014","Food price inflation","7009","September","%","4.307461","Fc","Calculated data",""
"CP","Consumer Price Indices","044","Bahamas","2007","2007","23014","Food price inflation","7009","September","%","3.84893","Fc","Calculated data",""
"CP","Consumer Price Indices","044","Bahamas","2008","2008","23014","Food price inflation","7009","September","%","5.951278","Fc","Calculated data",""
"CP","Consumer Price Indices","044","Bahamas","2009","2009","23014","Food price inflation","7009","September","%","4.634778","Fc","Calculated data",""
"CP","Consumer Price Indices","044","Bahamas","2010","2010","23014","Food price inflation","7009","September","%","3.360096","Fc","Calculated data",""
"CP","Consumer Price Indices","044","Bahamas","2011","2011","23014","Food price inflation","7009","September","%","-1.344294","Fc","Calculated data",""
"CP","Consumer Price Indices","044","Bahamas","2012","2012","23014","Food price inflation","7009","September","%","2.537602","Fc","Calculated data",""
"CP","Consumer Price Indices","044","Bahamas","2013","2013","23014","Food price inflation","7009","September","%","-0.034013","Fc","Calculated data",""
"CP","Consumer Price Indices","044","Bahamas","2014","2014","23014","Food price inflation","7009","September","%","1.050399","Fc","Calculated data",""
"CP","Consumer Price Indices","044","Bahamas","2015","2015","23014","Food price inflation","7009","September","%","7.216392","Fc","Calculated data",""
"CP","Consumer Price Indices","044","Bahamas","2016","2016","23014","Food price inflation","7009","September","%","-2.25599","Fc","Calculated data",""
"CP","Consumer Price Indices","044","Bahamas","2017","2017","23014","Food price inflation","7009","September","%","0.524559","Fc","Calculated data",""
"CP","Consumer Price Indices","044","Bahamas","2018","2018","23014","Food price inflation","7009","September","%","2.703985","Fc","Calculated data",""
"CP","Consumer Price Indices","044","Bahamas","2019","2019","23014","Food price inflation","7009","September","%","-0.443418","Fc","Calculated data",""
"CP","Consumer Price Indices","044","Bahamas","2020","2020","23014","Food price inflation","7009","September","%","2.18057","Fc","Calculated data",""
"CP","Consumer Price Indices","044","Bahamas","2021","2021","23014","Food price inflation","7009","September","%","0.756656","Fc","Calculated data",""
"CP","Consumer Price Indices","044","Bahamas","2001","2001","23014","Food price inflation","7010","October","%","2.06184","Fc","Calculated data",""
"CP","Consumer Price Indices","044","Bahamas","2002","2002","23014","Food price inflation","7010","October","%","1.989967","Fc","Calculated data",""
"CP","Consumer Price Indices","044","Bahamas","2003","2003","23014","Food price inflation","7010","October","%","0.765937","Fc","Calculated data",""
"CP","Consumer Price Indices","044","Bahamas","2004","2004","23014","Food price inflation","7010","October","%","2.543519","Fc","Calculated data",""
"CP","Consumer Price Indices","044","Bahamas","2005","2005","23014","Food price inflation","7010","October","%","3.117025","Fc","Calculated data",""
"CP","Consumer Price Indices","044","Bahamas","2006","2006","23014","Food price inflation","7010","October","%","4.432703","Fc","Calculated data",""
"CP","Consumer Price Indices","044","Bahamas","2007","2007","23014","Food price inflation","7010","October","%","3.759919","Fc","Calculated data",""
"CP","Consumer Price Indices","044","Bahamas","2008","2008","23014","Food price inflation","7010","October","%","6.206693","Fc","Calculated data",""
"CP","Consumer Price Indices","044","Bahamas","2009","2009","23014","Food price inflation","7010","October","%","4.776483","Fc","Calculated data",""
"CP","Consumer Price Indices","044","Bahamas","2010","2010","23014","Food price inflation","7010","October","%","2.734749","Fc","Calculated data",""
"CP","Consumer Price Indices","044","Bahamas","2011","2011","23014","Food price inflation","7010","October","%","-0.860101","Fc","Calculated data",""
"CP","Consumer Price Indices","044","Bahamas","2012","2012","23014","Food price inflation","7010","October","%","2.581069","Fc","Calculated data",""
"CP","Consumer Price Indices","044","Bahamas","2013","2013","23014","Food price inflation","7010","October","%","-0.593605","Fc","Calculated data",""
"CP","Consumer Price Indices","044","Bahamas","2014","2014","23014","Food price inflation","7010","October","%","0.504847","Fc","Calculated data",""
"CP","Consumer Price Indices","044","Bahamas","2015","2015","23014","Food price inflation","7010","October","%","6.881656","Fc","Calculated data",""
"CP","Consumer Price Indices","044","Bahamas","2016","2016","23014","Food price inflation","7010","October","%","0.281981","Fc","Calculated data",""
"CP","Consumer Price Indices","044","Bahamas","2017","2017","23014","Food price inflation","7010","October","%","-0.262443","Fc","Calculated data",""
"CP","Consumer Price Indices","044","Bahamas","2018","2018","23014","Food price inflation","7010","October","%","1.184099","Fc","Calculated data",""
"CP","Consumer Price Indices","044","Bahamas","2019","2019","23014","Food price inflation","7010","October","%","0.780162","Fc","Calculated data",""
"CP","Consumer Price Indices","044","Bahamas","2020","2020","23014","Food price inflation","7010","October","%","2.847664","Fc","Calculated data",""
"CP","Consumer Price Indices","044","Bahamas","2001","2001","23014","Food price inflation","7011","November","%","2.101381","Fc","Calculated data",""
"CP","Consumer Price Indices","044","Bahamas","2002","2002","23014","Food price inflation","7011","November","%","1.975173","Fc","Calculated data",""
"CP","Consumer Price Indices","044","Bahamas","2003","2003","23014","Food price inflation","7011","November","%","0.648597","Fc","Calculated data",""
"CP","Consumer Price Indices","044","Bahamas","2004","2004","23014","Food price inflation","7011","November","%","2.743732","Fc","Calculated data",""
"CP","Consumer Price Indices","044","Bahamas","2005","2005","23014","Food price inflation","7011","November","%","3.133895","Fc","Calculated data",""
"CP","Consumer Price Indices","044","Bahamas","2006","2006","23014","Food price inflation","7011","November","%","4.557306","Fc","Calculated data",""
"CP","Consumer Price Indices","044","Bahamas","2007","2007","23014","Food price inflation","7011","November","%","3.671574","Fc","Calculated data",""
"CP","Consumer Price Indices","044","Bahamas","2008","2008","23014","Food price inflation","7011","November","%","6.460631","Fc","Calculated data",""
"CP","Consumer Price Indices","044","Bahamas","2009","2009","23014","Food price inflation","7011","November","%","4.442851","Fc","Calculated data",""
"CP","Consumer Price Indices","044","Bahamas","2010","2010","23014","Food price inflation","7011","November","%","1.558187","Fc","Calculated data",""
"CP","Consumer Price Indices","044","Bahamas","2011","2011","23014","Food price inflation","7011","November","%","-0.049444","Fc","Calculated data",""
"CP","Consumer Price Indices","044","Bahamas","2012","2012","23014","Food price inflation","7011","November","%","1.930462","Fc","Calculated data",""
"CP","Consumer Price Indices","044","Bahamas","2013","2013","23014","Food price inflation","7011","November","%","0.583727","Fc","Calculated data",""
"CP","Consumer Price Indices","044","Bahamas","2014","2014","23014","Food price inflation","7011","November","%","0.553042","Fc","Calculated data",""
"CP","Consumer Price Indices","044","Bahamas","2015","2015","23014","Food price inflation","7011","November","%","6.83","Fc","Calculated data",""
"CP","Consumer Price Indices","044","Bahamas","2016","2016","23014","Food price inflation","7011","November","%","-1.853412","Fc","Calculated data",""
"CP","Consumer Price Indices","044","Bahamas","2017","2017","23014","Food price inflation","7011","November","%","1.888412","Fc","Calculated data",""
"CP","Consumer Price Indices","044","Bahamas","2018","2018","23014","Food price inflation","7011","November","%","0.833099","Fc","Calculated data",""
"CP","Consumer Price Indices","044","Bahamas","2019","2019","23014","Food price inflation","7011","November","%","-0.259933","Fc","Calculated data",""
"CP","Consumer Price Indices","044","Bahamas","2020","2020","23014","Food price inflation","7011","November","%","3.3414","Fc","Calculated data",""
"CP","Consumer Price Indices","044","Bahamas","2001","2001","23014","Food price inflation","7012","December","%","2.140814","Fc","Calculated data",""
"CP","Consumer Price Indices","044","Bahamas","2002","2002","23014","Food price inflation","7012","December","%","1.96043","Fc","Calculated data",""
"CP","Consumer Price Indices","044","Bahamas","2003","2003","23014","Food price inflation","7012","December","%","0.531632","Fc","Calculated data",""
"CP","Consumer Price Indices","044","Bahamas","2004","2004","23014","Food price inflation","7012","December","%","2.943769","Fc","Calculated data",""
"CP","Consumer Price Indices","044","Bahamas","2005","2005","23014","Food price inflation","7012","December","%","3.150685","Fc","Calculated data",""
"CP","Consumer Price Indices","044","Bahamas","2006","2006","23014","Food price inflation","7012","December","%","4.681275","Fc","Calculated data",""
"CP","Consumer Price Indices","044","Bahamas","2007","2007","23014","Food price inflation","7012","December","%","3.583888","Fc","Calculated data",""
"CP","Consumer Price Indices","044","Bahamas","2008","2008","23014","Food price inflation","7012","December","%","6.713105","Fc","Calculated data",""
"CP","Consumer Price Indices","044","Bahamas","2009","2009","23014","Food price inflation","7012","December","%","3.804707","Fc","Calculated data",""
"CP","Consumer Price Indices","044","Bahamas","2010","2010","23014","Food price inflation","7012","December","%","1.325192","Fc","Calculated data",""
"CP","Consumer Price Indices","044","Bahamas","2011","2011","23014","Food price inflation","7012","December","%","-0.055919","Fc","Calculated data",""
"CP","Consumer Price Indices","044","Bahamas","2012","2012","23014","Food price inflation","7012","December","%","3.233161","Fc","Calculated data",""
"CP","Consumer Price Indices","044","Bahamas","2013","2013","23014","Food price inflation","7012","December","%","0.127104","Fc","Calculated data",""
"CP","Consumer Price Indices","044","Bahamas","2014","2014","23014","Food price inflation","7012","December","%","-0.340204","Fc","Calculated data",""
"CP","Consumer Price Indices","044","Bahamas","2015","2015","23014","Food price inflation","7012","December","%","7.961847","Fc","Calculated data",""
"CP","Consumer Price Indices","044","Bahamas","2016","2016","23014","Food price inflation","7012","December","%","-2.576025","Fc","Calculated data",""
"CP","Consumer Price Indices","044","Bahamas","2017","2017","23014","Food price inflation","7012","December","%","1.851852","Fc","Calculated data",""
"CP","Consumer Price Indices","044","Bahamas","2018","2018","23014","Food price inflation","7012","December","%","1.152765","Fc","Calculated data",""
"CP","Consumer Price Indices","044","Bahamas","2019","2019","23014","Food price inflation","7012","December","%","-1.148893","Fc","Calculated data",""
"CP","Consumer Price Indices","044","Bahamas","2020","2020","23014","Food price inflation","7012","December","%","4.199081","Fc","Calculated data",""
"CP","Consumer Price Indices","052","Barbados","2001","2001","23014","Food price inflation","7001","January","%","2.758376","Fc","Calculated data",""
"CP","Consumer Price Indices","052","Barbados","2002","2002","23014","Food price inflation","7001","January","%","4.941103","Fc","Calculated data",""
"CP","Consumer Price Indices","052","Barbados","2003","2003","23014","Food price inflation","7001","January","%","1.837411","Fc","Calculated data",""
"CP","Consumer Price Indices","052","Barbados","2004","2004","23014","Food price inflation","7001","January","%","2.91644","Fc","Calculated data",""
"CP","Consumer Price Indices","052","Barbados","2005","2005","23014","Food price inflation","7001","January","%","4.724345","Fc","Calculated data",""
"CP","Consumer Price Indices","052","Barbados","2006","2006","23014","Food price inflation","7001","January","%","7.104589","Fc","Calculated data",""
"CP","Consumer Price Indices","052","Barbados","2007","2007","23014","Food price inflation","7001","January","%","7.807743","Fc","Calculated data",""
"CP","Consumer Price Indices","052","Barbados","2008","2008","23014","Food price inflation","7001","January","%","7.632304","Fc","Calculated data",""
"CP","Consumer Price Indices","052","Barbados","2009","2009","23014","Food price inflation","7001","January","%","13.206111","Fc","Calculated data",""
"CP","Consumer Price Indices","052","Barbados","2010","2010","23014","Food price inflation","7001","January","%","4.668898","Fc","Calculated data",""
"CP","Consumer Price Indices","052","Barbados","2011","2011","23014","Food price inflation","7001","January","%","4.460635","Fc","Calculated data",""
"CP","Consumer Price Indices","052","Barbados","2012","2012","23014","Food price inflation","7001","January","%","4.270159","Fc","Calculated data",""
"CP","Consumer Price Indices","052","Barbados","2013","2013","23014","Food price inflation","7001","January","%","4.095284","Fc","Calculated data",""
"CP","Consumer Price Indices","052","Barbados","2014","2014","23014","Food price inflation","7001","January","%","2.465014","Fc","Calculated data",""
"CP","Consumer Price Indices","052","Barbados","2015","2015","23014","Food price inflation","7001","January","%","5.629854","Fc","Calculated data",""
"CP","Consumer Price Indices","052","Barbados","2016","2016","23014","Food price inflation","7001","January","%","0.508537","Fc","Calculated data",""
"CP","Consumer Price Indices","052","Barbados","2017","2017","23014","Food price inflation","7001","January","%","13.250043","Fc","Calculated data",""
"CP","Consumer Price Indices","052","Barbados","2018","2018","23014","Food price inflation","7001","January","%","3.960377","Fc","Calculated data",""
"CP","Consumer Price Indices","052","Barbados","2019","2019","23014","Food price inflation","7001","January","%","-0.726744","Fc","Calculated data",""
"CP","Consumer Price Indices","052","Barbados","2020","2020","23014","Food price inflation","7001","January","%","11.760314","Fc","Calculated data",""
"CP","Consumer Price Indices","052","Barbados","2021","2021","23014","Food price inflation","7001","January","%","4.833745","Fc","Calculated data",""
"CP","Consumer Price Indices","052","Barbados","2001","2001","23014","Food price inflation","7002","February","%","2.989293","Fc","Calculated data",""
"CP","Consumer Price Indices","052","Barbados","2002","2002","23014","Food price inflation","7002","February","%","4.638556","Fc","Calculated data",""
"CP","Consumer Price Indices","052","Barbados","2003","2003","23014","Food price inflation","7002","February","%","1.923241","Fc","Calculated data",""
"CP","Consumer Price Indices","052","Barbados","2004","2004","23014","Food price inflation","7002","February","%","3.064206","Fc","Calculated data",""
"CP","Consumer Price Indices","052","Barbados","2005","2005","23014","Food price inflation","7002","February","%","4.941672","Fc","Calculated data",""
